Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
ECL,Ecolab Inc.,203.6,5810000000,,Basic Industries,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/ecl,
EC,Ecopetrol S.A.,10.9,22410000000,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ec,
EDAP,EDAP TMS S.A.,3.93,114530000,1997.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/edap,
EDSA,"Edesa Biotech, Inc.",7.42,69850000,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/edsa,
EPC,Edgewell Personal Care,28.46,1550000000,,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/epc,
EIX,Edison International,50.63,19150000000,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/eix,
EDNT,"Edison Nation, Inc.",1.82,21250000,2018.0,Consumer Non-Durables,Recreational Products/Toys,https://old.nasdaq.com/symbol/ednt,
EDIT,"Editas Medicine, Inc.",29.99,1870000000,2016.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/edit,
EDUC,Educational Development Corporation,15.26,127490000,,Consumer Durables,Consumer Specialties,https://old.nasdaq.com/symbol/educ,
EW,Edwards Lifesciences Corporation,81.78,50850000000,,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ew,
EGAN,eGain Corporation,13.66,419210000,1999.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/egan,
EH,EHang Holdings Limited,9.12,499120000,2019.0,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/eh,
EHTH,"eHealth, Inc.",71.78,1850000000,2006.0,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/ehth,
EIDX,"Eidos Therapeutics, Inc.",47.3,1820000000,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/eidx,
EIGR,"Eiger BioPharmaceuticals, Inc.",10.04,29360000,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/eigr,
EKSO,"Ekso Bionics Holdings, Inc.",4.76,39370000,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/ekso,
LOCO,"El Pollo Loco Holdings, Inc.",16.37,588040000,2014.0,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/loco,
ELAN,Elanco Animal Health Incorporated,27.08,12780000000,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/elan,
ESTC,Elastic N.V.,100.79,870000000,2018.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/estc,
ESLT,Elbit Systems Ltd.,121.5,5370000000,,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/eslt,
EGO,Eldorado Gold Corporation,10.64,1850000000,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/ego,
SOLO,Electrameccanica Vehicles Corp. Ltd.,2.57,164790000,,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/solo,
ECOR,"electroCore, Inc.",1.43,63670000,2018.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/ecor,
ELMD,"Electromed, Inc.",10.43,89580000,2011.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/elmd,
EA,Electronic Arts Inc.,126.02,36390000000,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ea,
ELSE,"Electro-Sensors, Inc.",3.4027,11550000,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/else,
ESI,Element Solutions Inc.,11.57,2880000000,2014.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/esi,
ELVT,"Elevate Credit, Inc.",2.24,91370000,2017.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/elvt,
LLY,Eli Lilly and Company,148.09,141640000000,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/lly,
EFC,Ellington Financial Inc.,12.24,535840000,2010.0,Finance,Real Estate,https://old.nasdaq.com/symbol/efc,
EARN,Ellington Residential Mortgage REIT,11.22,138230000,2013.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/earn,
ELLO,Ellomay Capital Ltd.,28.4,346310000,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ello,
ECF,Ellsworth Growth and Income Fund Ltd.,11.53,152250000,1986.0,,,https://old.nasdaq.com/symbol/ecf,
ESBK,Elmira Savings Bank NY (The),10.47,36770000,,Finance,Major Banks,https://old.nasdaq.com/symbol/esbk,
ELOX,"Eloxx Pharmaceuticals, Inc.",2.76,110780000,,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/elox,
ELTK,Eltek Ltd.,4.95,21680000,1997.0,Technology,Electrical Products,https://old.nasdaq.com/symbol/eltk,
EMAN,eMagin Corporation,1.25,84230000,,Technology,Semiconductors,https://old.nasdaq.com/symbol/eman,
ERJ,Embraer S.A.,5.07,93310000,2000.0,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/erj,
EMCF,Emclaire Financial Corp,24.98,67660000,,Finance,Major Banks,https://old.nasdaq.com/symbol/emcf,
EME,"EMCOR Group, Inc.",68.53,3760000000,,Capital Goods,Engineering & Construction,https://old.nasdaq.com/symbol/eme,
EMKR,EMCORE Corporation,3.3,97050000,1997.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/emkr,
EEX,"Emerald Holding, Inc.",2.46,175840000,2017.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/eex,
EBS,"Emergent Biosolutions, Inc.",98.08,5190000000,2006.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ebs,
EMR,Emerson Electric Company,67.92,40590000000,,Energy,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/emr,
MSN,Emerson Radio Corporation,0.66,13890000,,Consumer Non-Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/msn,
ESRT,"Empire State Realty Trust, Inc.",5.95,1730000000,2013.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/esrt,
EIG,Employers Holdings Inc,30.81,901840000,2007.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/eig,
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),3.45,150950000,2007.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/edn,
EMX,EMX Royalty Corporation,2.79,235280000,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/emx,
ENBL,"Enable Midstream Partners, LP",4.67,2030000000,2014.0,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/enbl,
ENTA,"Enanta Pharmaceuticals, Inc.",46.38,930950000,2013.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/enta,
ENB,Enbridge Inc,31.19,63170000000,,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/enb,
EHC,Encompass Health Corporation,63.92,6360000000,,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/ehc,
ECPG,Encore Capital Group Inc,41.06,1290000000,,Finance,Finance Companies,https://old.nasdaq.com/symbol/ecpg,
WIRE,Encore Wire Corporation,48.92,1010000000,1992.0,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/wire,
DAVA,Endava plc,53.03,2910000000,2018.0,Technology,EDP Services,https://old.nasdaq.com/symbol/dava,
EXK,Endeavour Silver Corporation,4.06,629250000,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/exk,
ENDP,Endo International plc,2.8,643480000,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/endp,
NDRA,ENDRA Life Sciences Inc.,0.8,16770000,2017.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/ndra,
EIGI,"Endurance International Group Holdings, Inc.",5.41,761390000,2013.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/eigi,
ENIA,Enel Americas S.A.,7.21,110000000,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/enia,
ENIC,Enel Chile S.A.,3.6,4980000000,2016.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/enic,
ENR,"Energizer Holdings, Inc.",41.23,2820000000,2015.0,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/enr,
WATT,Energous Corporation,3.02,125720000,2014.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/watt,
EFOI,"Energy Focus, Inc.",7.75,25110000,,Consumer Durables,Building Products,https://old.nasdaq.com/symbol/efoi,
UUUU,Energy Fuels Inc,1.69,21220000,,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/uuuu,
ERII,"Energy Recovery, Inc.",8.96,498910000,2008.0,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/erii,
ET,Energy Transfer L.P.,5.86,1580000000,1996.0,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/et,
EPAC,Enerpac Tool Group Corp.,20.82,1240000000,,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/epac,
ERF,Enerplus Corporation,1.91,425070000,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/erf,
ENS,Enersys,67.11,2850000000,2004.0,Consumer Non-Durables,Telecommunications Equipment,https://old.nasdaq.com/symbol/ens,
ENG,ENGlobal Corporation,0.8390000000000001,230000,,Consumer Services,Military/Government/Technical,https://old.nasdaq.com/symbol/eng,
E,ENI S.p.A.,17.84,31870000000,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/e,
ENLC,"EnLink Midstream, LLC",2.43,1190000000,,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/enlc,
ENLV,Enlivex Therapeutics Ltd.,4.98,67050000,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/enlv,
EBF,"Ennis, Inc.",17.63,459670000,,Consumer Services,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/ebf,
ENOB,"Enochian Biosciences, Inc.",3.82,177620000,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/enob,
ENVA,"Enova International, Inc.",16.55,498310000,2014.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/enva,
ENPH,"Enphase Energy, Inc.",65.1,820000000,2012.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/enph,
NPO,EnPro Industries,55.87,1150000000,,Basic Industries,Metal Fabrications,https://old.nasdaq.com/symbol/npo,
ENSV,ENSERVCO Corporation,0.11900000000000001,6550000,,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/ensv,
ESGR,Enstar Group Limited,161.43,3580000000,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/esgr,
ETTX,Entasis Therapeutics Holdings Inc.,2.94,10430000,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ettx,
ENTG,"Entegris, Inc.",65.39,8820000000,2000.0,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/entg,
ENTX,Entera Bio Ltd.,1.07,19510000,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/entx,
ETM,Entercom Communications Corp.,1.5,207010000,1999.0,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/etm,
ETR,Entergy Corporation,95.45,19110000000,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/etr,
EBTC,Enterprise Bancorp Inc,21.11,251460000,,Finance,Major Banks,https://old.nasdaq.com/symbol/ebtc,
EFSC,Enterprise Financial Services Corporation,29.08,762070000,,Finance,Major Banks,https://old.nasdaq.com/symbol/efsc,
EPD,Enterprise Products Partners L.P.,17.06,37290000000,,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/epd,
EVC,Entravision Communications Corporation,1.39,117020000,2000.0,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/evc,
ELA,Envela Corporation,3.18,85620000,,Consumer Services,Consumer Specialties,https://old.nasdaq.com/symbol/ela,
ENV,"Envestnet, Inc",75.64,4070000000,2010.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/env,
EVSI,"Envision Solar International, Inc.",11.75,78580000,,Technology,Semiconductors,https://old.nasdaq.com/symbol/evsi,
NVST,Envista Holdings Corporation,24.99,3980000000,2019.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/nvst,
EVA,"Enviva Partners, LP",38.0,1510000000,2015.0,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/eva,
ENZ,"Enzo Biochem, Inc.",2.19,104880000,,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/enz,
EOG,"EOG Resources, Inc.",39.05,22740000000,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/eog,
EPAM,"EPAM Systems, Inc.",314.95,17590000000,2012.0,Technology,EDP Services,https://old.nasdaq.com/symbol/epam,
EPZM,"Epizyme, Inc.",12.0,1220000000,2013.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/epzm,
PLUS,ePlus inc.,73.05,990080000,1996.0,Technology,Retail: Computer Software & Peripheral Equipment,https://old.nasdaq.com/symbol/plus,
EPR,EPR Properties,32.05,2390000000,1997.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/epr,
EPSN,Epsilon Energy Ltd.,3.09,73530000,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/epsn,
EQT,EQT Corporation,14.03,3590000000,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/eqt,
EFX,"Equifax, Inc.",162.55,19740000000,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/efx,
EQ,"Equillium, Inc.",5.56,13490000,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/eq,
EQIX,"Equinix, Inc.",747.79,66220000000,2000.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eqix,
EQNR,Equinor ASA,15.62,50730000000,,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/eqnr,
EQX,Equinox Gold Corp.,11.54,2780000000,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/eqx,
EQH,"Equitable Holdings, Inc.",19.62,8820000000,2018.0,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/eqh,
ETRN,Equitrans Midstream Corporation,9.63,4160000000,2018.0,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/etrn,
EQBK,"Equity Bancshares, Inc.",16.33,248510000,2015.0,Finance,Major Banks,https://old.nasdaq.com/symbol/eqbk,
EQC,Equity Commonwealth,30.36,3690000000,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eqc,
ELS,"Equity Lifestyle Properties, Inc.",63.11,1150000000,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/els,
EQR,Equity Residential,54.67,20350000000,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eqr,
EQS,"Equus Total Return, Inc.",1.4267,19290000,,,,https://old.nasdaq.com/symbol/eqs,
ERIC,Ericsson,10.9,36230000000,,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/eric,
ERIE,Erie Indemnity Company,220.48,11530000000,,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/erie,
EROS,Eros International PLC,2.58,457380000,2013.0,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/eros,
ERYP,Erytech Pharma S.A.,6.44,116430000,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/eryp,
ESCA,"Escalade, Incorporated",17.18,243160000,,Consumer Non-Durables,Recreational Products/Toys,https://old.nasdaq.com/symbol/esca,
ESE,ESCO Technologies Inc.,86.01,2240000000,,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/ese,
ESPR,"Esperion Therapeutics, Inc.",37.84,1050000000,2013.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/espr,
ESP,Espey Mfg. & Electronics Corp.,16.69,4010000,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/esp,
GMBL,Esports Entertainment Group Inc.,4.13,48010000,,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/gmbl,
ESQ,"Esquire Financial Holdings, Inc.",15.93,122070000,2017.0,Finance,Commercial Banks,https://old.nasdaq.com/symbol/esq,
ESSA,"ESSA Bancorp, Inc.",13.16,144110000,,Finance,Banks,https://old.nasdaq.com/symbol/essa,
EPIX,ESSA Pharma Inc.,7.39,214370000,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/epix,
ESNT,Essent Group Ltd.,37.36,420000000,2013.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/esnt,
EPRT,"Essential Properties Realty Trust, Inc.",18.39,1710000000,2018.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eprt,
WTRG,"Essential Utilities, Inc.",39.35,9650000000,,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/wtrg,
ESS,"Essex Property Trust, Inc.",213.21,1390000000,1994.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ess,
ESTA,Establishment Labs Holdings Inc.,19.36,452390000,2018.0,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/esta,
EL,"Estee Lauder Companies, Inc. (The)",214.69,77460000000,1995.0,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/el,
VBND,ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund,52.0605,447720000,,,,https://old.nasdaq.com/symbol/vbnd,
VUSE,ETF Series Solutions Trust Vident Core US Equity ETF,29.0938,442230000,,,,https://old.nasdaq.com/symbol/vuse,
ETH,Ethan Allen Interiors Inc.,14.06,352250000,1993.0,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/eth,
ETON,"Eton Pharmaceuticals, Inc.",7.7,161360000,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/eton,
ETSY,"Etsy, Inc.",110.77,14030000000,2015.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/etsy,
CLWT,Euro Tech Holdings Company Limited,2.325,7190000,1997.0,Consumer Durables,Diversified Electronic Products,https://old.nasdaq.com/symbol/clwt,
EDRY,EuroDry Ltd.,3.5101,8090000,,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/edry,
EURN,Euronav NV,9.64,1980000000,2015.0,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/eurn,
EEFT,"Euronet Worldwide, Inc.",91.75,480000000,1997.0,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/eeft,
EEA,"European Equity Fund, Inc. (The)",9.41,70150000,,,,https://old.nasdaq.com/symbol/eea,
ESEA,Euroseas Ltd.,2.24,12540000,,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/esea,
EVBN,"Evans Bancorp, Inc.",22.75,122320000,,Finance,Major Banks,https://old.nasdaq.com/symbol/evbn,
EVLO,"Evelo Biosciences, Inc.",4.69,216380000,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/evlo,
EB,"Eventbrite, Inc.",11.75,1070000000,2018.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/eb,
EVBG,"Everbridge, Inc.",117.57,4070000000,2016.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/evbg,
EVR,Evercore Inc.,61.8,2510000000,2006.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/evr,
RE,"Everest Re Group, Ltd.",206.34,8250000000,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/re,
EVK,"Ever-Glory International Group, Inc.",0.9799,14510000,,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/evk,
EVRG,"Evergy, Inc.",51.94,11780000000,2018.0,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/evrg,
EVRI,Everi Holdings Inc.,7.49,640030000,,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/evri,
EVER,"EverQuote, Inc.",40.54,1110000000,2018.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/ever,
ES,Eversource Energy,82.16,28150000000,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/es,
MRAM,"Everspin Technologies, Inc.",5.385,102040000,2016.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/mram,
EVTC,"Evertec, Inc.",33.71,2420000000,2013.0,Technology,EDP Services,https://old.nasdaq.com/symbol/evtc,
EVI,"EVI Industries, Inc.",21.8,259740000,,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/evi,
EVOP,"EVO Payments, Inc.",24.5,1020000000,2018.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/evop,
EVFM,"Evofem Biosciences, Inc.",2.1,170690000,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/evfm,
EVGN,Evogene Ltd.,2.13,67390000,,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/evgn,
EVOK,"Evoke Pharma, Inc.",4.99,12980000,2013.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/evok,
EVH,"Evolent Health, Inc",12.87,110000000,2015.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/evh,
EOLS,"Evolus, Inc.",3.53,119060000,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/eols,
EPM,"Evolution Petroleum Corporation, Inc.",2.43,80080000,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/epm,
EVOL,"Evolving Systems, Inc.",0.9899,12070000,1998.0,Technology,EDP Services,https://old.nasdaq.com/symbol/evol,
AQUA,Evoqua Water Technologies Corp.,19.38,2270000000,2017.0,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/aqua,
EXAS,Exact Sciences Corporation,76.2,11440000000,2001.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/exas,
XGN,Exagen Inc.,12.75,161170000,2019.0,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/xgn,
XAN,Exantas Capital Corp.,2.14,68640000,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/xan,
ROBO,Exchange Traded Concepts Trust ROBO Global Robotics and Automa,47.31,217630000,,,,https://old.nasdaq.com/symbol/robo,
XELA,"Exela Technologies, Inc.",0.365,53840000,2015.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/xela,
EXEL,"Exelixis, Inc.",21.73,6710000000,2000.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/exel,
EXC,Exelon Corporation,35.83,34920000000,,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/exc,
EXFO,EXFO Inc,3.54,197170000,,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/exfo,
XCUR,"Exicure, Inc.",1.83,159630000,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/xcur,
EXLS,"ExlService Holdings, Inc.",60.72,2080000000,2006.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/exls,
EXPI,"eXp World Holdings, Inc.",42.21,2890000000,,Finance,Real Estate,https://old.nasdaq.com/symbol/expi,
EXPE,"Expedia Group, Inc.",94.74,13380000000,,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/expe,
EXPD,"Expeditors International of Washington, Inc.",90.36,15150000000,,Transportation,Oil Refining/Marketing,https://old.nasdaq.com/symbol/expd,
EXPC,Experience Investment Corp.,10.09,346840000,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/expc,
EXPO,"Exponent, Inc.",76.45,3950000000,,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/expo,
EXPR,"Express, Inc.",0.8849,57370000,2010.0,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/expr,
STAY,"Extended Stay America, Inc.",12.42,220000000,,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/stay,
EXTN,Exterran Corporation,4.06,134570000,2015.0,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/extn,
EXR,Extra Space Storage Inc,111.19,14350000000,2004.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/exr,
EXTR,"Extreme Networks, Inc.",3.82,468120000,1999.0,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/extr,
XOM,Exxon Mobil Corporation,36.9,156020000000,,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/xom,
EYEG,"Eyegate Pharmaceuticals, Inc.",3.75,17350000,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/eyeg,
EYEN,"Eyenovia, Inc.",3.43,85180000,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/eyen,
EYPT,"EyePoint Pharmaceuticals, Inc.",0.5032,63010000,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/eypt,
EZPW,"EZCORP, Inc.",5.21,28690000,1991.0,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/ezpw,
FNB,F.N.B. Corporation,7.04,2280000000,,Finance,Major Banks,https://old.nasdaq.com/symbol/fnb,
FFIV,"F5 Networks, Inc.",119.99,7340000000,1999.0,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/ffiv,
FN,Fabrinet,59.44,2180000000,2010.0,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/fn,
FB,"Facebook, Inc.",266.61,759520000000,2012.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/fb,
FDS,FactSet Research Systems Inc.,327.04,12430000000,1996.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/fds,
FICO,Fair Isaac Corporation,417.39,1210000000,,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/fico,
FLMN,Falcon Minerals Corporation,2.73,234840000,2017.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/flmn,
SFUN,Fang Holdings Limited,10.45,93780000,2010.0,Technology,EDP Services,https://old.nasdaq.com/symbol/sfun,
DUO,Fangdd Network Group Ltd.,6.62,528590000,2019.0,Finance,Real Estate,https://old.nasdaq.com/symbol/duo,
FANH,Fanhua Inc.,20.5,110000000,,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/fanh,
FTCH,Farfetch Limited,25.38,8630000000,2018.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ftch,
FARM,Farmer Brothers Company,5.52,95760000,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/farm,
FMAO,"Farmers & Merchants Bancorp, Inc.",20.27,225590000,,Finance,Savings Institutions,https://old.nasdaq.com/symbol/fmao,
FMNB,Farmers National Banc Corp.,11.1,31280000,,Finance,Major Banks,https://old.nasdaq.com/symbol/fmnb,
FPI,Farmland Partners Inc.,6.5,192370000,2014.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/fpi,
FAMI,"FARMMI, INC.",0.79,16210000,2018.0,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/fami,
FARO,"FARO Technologies, Inc.",56.14,998290000,1997.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/faro,
