Date,FB_Open,FB_High,FB_Low,FB_Close,FB_Volume,FB_Dividends,FB_Stock Splits,AAPL_Open,AAPL_High,AAPL_Low,AAPL_Close,AAPL_Volume,AAPL_Dividends,AAPL_Stock Splits,AMZN_Open,AMZN_High,AMZN_Low,AMZN_Close,AMZN_Volume,AMZN_Dividends,AMZN_Stock Splits,NFLX_Open,NFLX_High,NFLX_Low,NFLX_Close,NFLX_Volume,NFLX_Dividends,NFLX_Stock Splits,GOOGL_Open,GOOGL_High,GOOGL_Low,GOOGL_Close,GOOGL_Volume,GOOGL_Dividends,GOOGL_Stock Splits,MSFT_Open,MSFT_High,MSFT_Low,MSFT_Close,MSFT_Volume,MSFT_Dividends,MSFT_Stock Splits
2018-06-18,194.8,199.58,194.13,198.31,16826000,0,0,45.64,45.96,45.47,45.85,73939600,0.0,0.0,1706.26,1726.74,1702.56,1723.79,3107700,0,0,387.72,393.16,386.5,390.4,6824800,0,0,1152.69,1184.13,1151.0,1183.58,1651900,0,0,96.98,98.05,96.41,97.81,23586000,0.0,0
2018-06-19,196.24,197.96,193.79,197.49,19994000,0,0,44.97,45.26,44.56,45.11,134314000,0.0,0.0,1709.04,1736.11,1700.39,1734.78,4290100,0,0,389.5,405.29,388.5,404.98,16697100,0,0,1170.11,1182.81,1161.61,1178.69,2364100,0,0,96.63,97.94,96.49,97.81,28653100,0.0,0
2018-06-20,199.1,203.55,198.81,202.0,28230900,0,0,45.27,45.47,45.12,45.3,82514800,0.0,0.0,1742.5,1762.93,1741.36,1750.08,4332600,0,0,415.15,419.47,409.6,416.76,16494600,0,0,1183.3,1201.49,1182.03,1184.07,2584300,0,0,98.3,99.42,98.06,98.78,26180800,0.0,0
2018-06-21,202.76,203.39,200.09,201.5,19045700,0,0,45.48,45.75,44.92,45.05,102847600,0.0,0.0,1760.0,1763.1,1717.56,1730.22,4941100,0,0,421.38,423.21,406.37,415.44,18389900,0,0,1185.51,1190.33,1163.48,1169.44,2248300,0,0,98.99,99.36,97.82,98.08,23198200,0.0,0
2018-06-22,201.16,202.24,199.31,201.74,17420200,0,0,45.21,45.22,44.87,44.92,108801600,0.0,0.0,1742.62,1743.0,1711.9,1715.67,4075100,0,0,419.98,420.5,409.65,411.09,10428600,0,0,1171.49,1175.0,1159.65,1169.29,1711000,0,0,97.37,97.72,96.61,97.37,38923100,0.0,0
2018-06-25,200.0,200.0,193.11,196.35,25275100,0,0,44.55,44.92,43.9,44.25,126652400,0.0,0.0,1702.51,1705.0,1646.31,1663.15,7511200,0,0,404.69,405.99,378.75,384.48,22490900,0,0,1155.0,1155.99,1119.9,1139.28,2884100,0,0,96.97,97.08,94.35,95.41,35433300,0.0,0
2018-06-26,197.6,199.1,196.23,199.0,17897600,0,0,44.45,45.31,44.34,44.8,98276800,0.0,0.0,1672.37,1701.57,1663.34,1691.09,4386600,0,0,393.28,404.78,389.05,399.39,15191200,0,0,1144.14,1146.87,1129.0,1132.62,1734400,0,0,95.83,97.05,95.76,96.08,26897200,0.0,0
2018-06-27,199.18,200.75,195.8,195.84,18734400,0,0,44.99,45.49,44.7,44.73,101141200,0.0,0.0,1708.11,1711.95,1660.0,1660.51,4872200,0,0,407.56,411.59,390.0,390.39,16541400,0,0,1136.0,1146.21,1116.7,1116.94,1726900,0,0,96.56,96.99,94.45,94.59,31298400,0.0,0
2018-06-28,195.18,197.34,193.26,196.23,18172400,0,0,44.72,45.23,44.65,45.06,69460800,0.0,0.0,1672.54,1705.5,1661.17,1701.45,4529700,0,0,395.0,396.9,387.1,395.42,12219900,0,0,1112.39,1134.0,1106.07,1126.78,1486300,0,0,94.43,96.11,94.31,95.64,26650700,0.0,0
2018-06-29,197.32,197.6,193.96,194.32,15811600,0,0,45.25,45.47,44.43,44.96,90950800,0.0,0.0,1717.0,1723.41,1694.32,1699.8,4543500,0,0,399.19,401.33,390.55,391.43,9252500,0,0,1132.31,1141.36,1127.02,1129.19,1578100,0,0,95.93,96.88,95.35,95.62,28053200,0.0,0
2018-07-02,193.37,197.45,192.22,197.36,13961600,0,0,44.65,45.5,44.55,45.47,70925200,0.0,0.0,1682.7,1713.89,1678.06,1713.78,3185700,0,0,385.45,398.38,380.0,398.18,8142500,0,0,1115.35,1142.99,1106.6,1142.11,1160800,0,0,95.13,97.03,95.03,96.98,19564500,0.0,0
2018-07-03,194.55,195.4,192.52,192.73,13489500,0,0,45.62,45.65,44.58,44.68,55819200,0.0,0.0,1723.96,1725.0,1692.48,1693.96,2177300,0,0,399.49,399.98,389.5,390.52,5280300,0,0,1149.42,1149.91,1114.43,1116.28,822400,0,0,97.44,97.58,95.94,96.05,14670300,0.0,0
2018-07-05,194.74,198.65,194.03,198.45,19684200,0,0,45.0,45.28,44.76,45.04,66416800,0.0,0.0,1705.38,1710.69,1682.15,1699.73,2983100,0,0,393.8,399.24,390.86,398.39,8448900,0,0,1124.6,1144.14,1123.12,1141.29,1429700,0,0,96.49,96.89,96.03,96.74,18977400,0.0,0
2018-07-06,198.45,203.64,197.7,203.23,19740100,0,0,45.04,45.77,44.99,45.66,69940800,0.0,0.0,1696.0,1715.27,1691.67,1710.63,2650300,0,0,397.45,408.65,395.52,408.25,8629600,0,0,1141.77,1156.2,1137.24,1155.08,1091000,0,0,96.86,98.36,96.65,98.1,19234600,0.0,0
2018-07-09,204.93,205.8,202.12,204.74,18149400,0,0,46.03,46.32,45.98,46.29,79026400,0.0,0.0,1724.05,1739.56,1716.23,1739.02,3012000,0,0,415.95,419.12,411.1,418.97,11127500,0,0,1160.0,1167.93,1157.23,1167.28,1079200,0,0,98.57,99.15,98.18,98.77,18212000,0.0,0
2018-07-10,204.5,204.91,202.26,203.54,13190100,0,0,46.33,46.46,46.2,46.24,63756400,0.0,0.0,1738.53,1750.0,1731.0,1743.07,3002900,0,0,417.24,419.44,413.08,415.63,9382900,0,0,1169.99,1173.5,1162.56,1167.14,1066700,0,0,98.91,99.41,98.78,99.03,19293100,0.0,0
2018-07-11,202.22,204.5,201.75,202.54,12927400,0,0,45.79,46.1,45.57,45.64,75326000,0.0,0.0,1737.99,1756.96,1734.0,1755.0,3209800,0,0,411.34,419.77,410.6,418.65,9713900,0,0,1155.62,1180.44,1155.37,1171.46,1662600,0,0,98.09,99.24,98.04,98.89,19644600,0.0,0
2018-07-12,203.43,207.08,203.19,206.92,15454700,0,0,46.04,46.5,45.99,46.4,72164400,0.0,0.0,1764.51,1798.0,1762.18,1796.62,4532700,0,0,415.16,416.79,407.8,413.5,12743300,0,0,1174.86,1201.99,1173.1,1201.26,2207400,0,0,99.66,101.25,99.62,101.03,24335900,0.0,0
2018-07-13,207.81,208.43,206.45,207.32,11486800,0,0,46.42,46.6,46.37,46.48,50055600,0.0,0.0,1803.93,1815.3,1795.23,1813.03,4383200,0,0,409.19,410.0,395.08,395.8,15719000,0,0,1202.8,1210.44,1195.29,1204.42,1630600,0,0,101.21,102.4,100.94,102.24,24635200,0.0,0
2018-07-16,207.5,208.72,206.84,207.23,11078200,0,0,46.52,46.8,46.25,46.37,60172400,0.0,0.0,1821.95,1841.95,1814.45,1822.49,5466200,0,0,398.98,403.36,391.75,400.48,22960000,0,0,1203.81,1208.71,1193.4,1196.51,1339200,0,0,102.21,102.62,101.35,101.73,21786900,0.0,0
2018-07-17,204.9,210.46,204.84,209.99,15349900,0,0,46.09,46.61,45.96,46.5,62138000,0.0,0.0,1811.56,1851.69,1797.38,1843.93,5682900,0,0,346.95,385.0,344.0,379.48,58410400,0,0,1182.74,1218.76,1182.0,1213.08,2008100,0,0,101.44,103.27,101.16,102.74,25901700,0.0,0
2018-07-18,209.82,210.99,208.44,209.36,15334900,0,0,46.59,46.59,46.14,46.25,65573600,0.0,0.0,1848.0,1858.88,1831.27,1842.92,4861900,0,0,381.24,383.13,372.36,375.13,21746300,0,0,1208.53,1221.59,1204.56,1212.91,1947400,0,0,102.73,102.84,101.55,101.94,29493900,0.0,0
2018-07-19,208.77,209.99,207.76,208.09,11350400,0,0,46.08,46.77,46.08,46.61,81147200,0.0,0.0,1829.46,1841.0,1811.27,1812.97,4676900,0,0,371.06,375.75,363.0,364.23,16878700,0,0,1206.65,1216.48,1197.73,1199.1,1916900,0,0,101.75,102.12,100.74,101.24,40171600,0.0,0
2018-07-20,208.85,211.5,208.5,209.94,16163900,0,0,46.59,46.74,46.19,46.5,82704800,0.0,0.0,1825.01,1834.84,1810.06,1813.7,3884400,0,0,364.92,370.5,360.14,361.05,15096700,0,0,1199.24,1210.77,1196.59,1197.88,1896900,0,0,104.81,104.92,102.87,103.05,56004000,0.0,0
2018-07-23,210.58,211.62,208.8,210.91,16732000,0,0,46.32,46.63,46.05,46.54,63957600,0.0,0.0,1812.21,1819.0,1769.99,1802.0,3888500,0,0,359.15,363.9,353.6,362.66,11505200,0,0,1195.66,1215.1,1192.01,1211.0,3272300,0,0,103.08,104.87,102.92,104.7,29707000,0.0,0
2018-07-24,215.11,216.2,212.6,214.67,28468700,0,0,46.75,47.04,46.65,46.88,74791600,0.0,0.0,1829.01,1840.0,1809.38,1829.24,4278700,0,0,366.94,367.4,354.56,357.32,12851500,0,0,1271.0,1275.0,1244.14,1258.15,5380000,0,0,105.28,105.52,104.01,104.4,26316600,0.0,0
2018-07-25,215.72,218.62,214.27,217.5,58954200,0,0,46.9,47.33,46.74,47.32,66839600,0.0,0.0,1829.3,1863.84,1822.64,1863.61,3738200,0,0,357.57,363.28,355.65,362.87,8467800,0,0,1252.62,1278.24,1249.05,1275.94,2555200,0,0,104.69,107.78,104.34,107.47,30702100,0.0,0
2018-07-26,174.89,180.13,173.75,176.26,169803700,0,0,47.27,47.6,47.03,47.18,76304000,0.0,0.0,1839.0,1844.68,1804.5,1808.0,9924400,0,0,358.19,365.54,356.63,363.09,6993700,0,0,1267.18,1287.4,1263.0,1285.5,2734300,0,0,107.39,107.64,106.18,106.3,31372100,0.0,0
2018-07-27,179.87,179.93,173.0,174.89,60073700,0,0,47.36,47.41,46.18,46.39,96096000,0.0,0.0,1876.05,1880.05,1806.53,1817.27,9681000,0,0,366.85,367.0,351.65,355.21,8949500,0,0,1289.12,1291.44,1244.49,1252.89,2418100,0,0,106.84,106.84,102.93,104.42,37005300,0.0,0
2018-07-30,175.3,175.3,166.56,171.06,65280800,0,0,46.61,46.69,45.93,46.13,84118000,0.0,0.0,1827.33,1829.5,1766.02,1779.22,6562300,0,0,351.93,352.03,334.02,334.96,18260700,0,0,1245.05,1252.89,1224.17,1230.04,2194800,0,0,103.94,104.27,101.59,102.18,34668300,0.0,0
2018-07-31,170.67,174.24,170.0,172.58,40356500,0,0,46.23,46.67,45.99,46.22,157492000,0.0,0.0,1786.49,1801.83,1739.32,1777.44,5738700,0,0,331.51,342.5,328.0,337.45,14085400,0,0,1231.71,1241.21,1216.19,1227.22,1969100,0,0,103.26,103.49,102.19,102.87,27655200,0.0,0
2018-08-01,173.93,175.08,170.9,171.65,34042100,0,0,48.37,49.01,47.93,48.95,271742800,0.0,0.0,1784.0,1798.44,1776.02,1797.17,4153100,0,0,335.87,344.41,334.02,338.38,7790500,0,0,1239.11,1245.9,1224.94,1232.99,1849700,0,0,102.82,103.23,102.23,103.06,23628700,0.0,0
2018-08-02,170.68,176.79,170.27,176.37,32400000,0,0,48.72,50.62,48.67,50.38,249616000,0.0,0.0,1788.77,1836.56,1786.0,1834.33,4354700,0,0,337.23,345.0,334.71,344.5,7131300,0,0,1218.5,1244.41,1218.06,1241.13,1735200,0,0,102.21,104.82,101.66,104.31,26104300,0.0,0
2018-08-03,177.69,178.85,176.15,177.78,24763400,0,0,50.29,50.7,49.91,50.52,133789600,0.0,0.0,1837.74,1841.0,1821.5,1823.29,3460500,0,0,347.75,347.86,338.48,343.09,8848400,0,0,1245.18,1246.52,1229.42,1238.16,1063200,0,0,104.54,104.78,103.58,104.77,18659600,0.0,0
2018-08-06,178.97,185.79,178.38,185.69,49716200,0,0,50.53,50.83,50.3,50.79,101701600,0.0,0.0,1825.81,1847.77,1818.92,1847.75,3391800,0,0,342.87,351.98,341.74,350.92,8198100,0,0,1241.61,1242.46,1230.53,1237.67,1105700,0,0,104.85,105.14,104.3,104.86,20265900,0.0,0
2018-08-07,186.5,188.3,183.72,183.81,33398600,0,0,50.85,50.89,50.22,50.31,102349600,0.0,0.0,1854.53,1869.72,1846.27,1862.48,3377500,0,0,353.23,357.31,349.01,351.83,7970900,0,0,1252.01,1266.08,1251.8,1255.84,2125300,0,0,105.27,105.8,104.89,105.58,16080200,0.0,0
2018-08-08,184.75,186.85,183.76,185.18,22205200,0,0,50.05,50.48,49.68,50.34,90102000,0.0,0.0,1861.0,1891.51,1854.5,1886.52,3963000,0,0,352.21,352.29,346.61,347.61,5394700,0,0,1256.72,1271.72,1252.12,1261.33,1717200,0,0,106.02,106.43,105.47,106.17,15487500,0.0,0
2018-08-09,185.85,186.57,182.48,183.09,19732100,0,0,50.9,50.96,50.33,50.74,93970400,0.0,0.0,1882.0,1914.57,1877.48,1898.52,4860400,0,0,347.96,352.44,345.82,349.36,4820300,0,0,1262.73,1271.96,1260.1,1264.46,1366300,0,0,106.39,106.82,106.28,106.35,13677200,0.0,0
2018-08-10,182.04,182.1,179.42,180.26,21500400,0,0,50.55,50.97,50.38,50.59,98444800,0.1825,0.0,1888.51,1899.5,1878.21,1886.3,3639900,0,0,346.91,349.1,344.42,345.87,4328400,0,0,1259.18,1261.2,1247.16,1252.51,1330100,0,0,106.11,106.37,105.1,105.7,18183700,0.0,0
2018-08-13,180.1,182.61,178.9,180.05,17423300,0,0,51.02,51.42,50.63,50.91,103563600,0.0,0.0,1898.5,1925.0,1893.67,1896.2,5531500,0,0,339.89,347.19,339.07,341.31,6888900,0,0,1251.2,1265.97,1247.03,1248.64,1375000,0,0,105.93,106.26,104.83,104.93,18472500,0.0,0
2018-08-14,180.71,181.99,178.62,181.11,19102000,0,0,51.23,51.33,50.77,51.13,82992000,0.0,0.0,1919.39,1921.01,1900.0,1919.65,3986100,0,0,342.09,342.41,336.25,337.49,5805200,0,0,1252.5,1260.59,1239.54,1258.14,1404000,0,0,105.27,106.43,104.77,106.24,16788300,0.0,0
2018-08-15,179.34,180.87,174.78,179.53,33020200,0,0,51.0,51.37,50.78,51.25,115230400,0.0,0.0,1909.55,1916.21,1869.79,1882.62,7700700,0,0,334.03,335.5,321.0,326.4,11784500,0,0,1244.28,1251.98,1226.24,1232.22,1852600,0,0,105.61,106.1,103.98,104.8,29982800,0.42,0
2018-08-16,180.42,180.5,174.01,174.7,31351800,0,0,51.62,52.12,51.55,52.0,114001600,0.0,0.0,1903.94,1905.0,1883.55,1886.52,3957100,0,0,329.9,331.17,321.21,322.44,6689700,0,0,1241.99,1243.7,1219.63,1224.06,1608800,0,0,105.42,105.97,104.45,104.78,21384300,0.0,0
2018-08-17,174.5,176.22,172.04,173.8,24893200,0,0,52.03,53.13,51.96,53.04,141708000,0.0,0.0,1885.8,1888.0,1855.55,1882.22,4104300,0,0,319.01,324.37,312.96,316.78,10407900,0,0,1222.04,1226.95,1204.0,1215.85,1654600,0,0,104.51,105.03,103.86,104.72,18061500,0.0,0
2018-08-20,174.04,174.57,170.91,172.5,21518000,0,0,53.16,53.43,52.44,52.52,121150800,0.0,0.0,1890.57,1891.75,1866.06,1876.71,2862000,0,0,314.64,331.6,310.93,327.73,13591100,0,0,1220.66,1225.91,1208.7,1221.95,1110900,0,0,104.66,105.03,103.65,104.03,17914200,0.0,0
2018-08-21,172.81,174.17,171.39,172.62,19578500,0,0,52.85,52.94,52.17,52.42,104639200,0.0,0.0,1880.0,1897.75,1874.41,1883.42,3105600,0,0,331.0,341.5,329.7,338.02,14783200,0,0,1223.02,1232.76,1215.03,1217.41,1154100,0,0,104.08,104.5,103.04,103.17,22881900,0.0,0
2018-08-22,172.21,174.24,172.13,173.64,16894100,0,0,52.19,52.74,52.13,52.42,76072400,0.0,0.0,1876.64,1905.8,1876.64,1904.9,3080500,0,0,338.49,346.21,337.41,344.44,8930700,0,0,1214.22,1226.53,1213.22,1221.75,1114800,0,0,103.04,104.49,102.97,104.22,18000600,0.0,0
2018-08-23,173.09,175.55,172.83,172.9,18053600,0,0,52.32,52.91,52.31,52.53,75532800,0.0,0.0,1907.17,1919.5,1900.76,1902.9,3563000,0,0,348.11,350.08,337.65,339.17,11336400,0,0,1219.88,1235.17,1219.35,1221.16,1233300,0,0,104.3,105.31,104.03,104.7,18167700,0.0,0
2018-08-24,173.7,174.82,172.92,174.65,14631600,0,0,52.8,52.87,52.44,52.69,73905600,0.0,0.0,1910.51,1916.01,1902.54,1905.39,2800900,0,0,346.0,359.15,344.54,358.82,14729100,0,0,1226.0,1237.4,1221.42,1236.75,1222700,0,0,104.81,105.68,104.7,105.52,17234000,0.0,0
2018-08-27,175.99,178.67,175.79,177.46,17921900,0,0,52.93,53.32,52.73,53.13,82100400,0.0,0.0,1915.0,1927.7,1909.28,1927.68,3569000,0,0,367.15,374.49,360.0,364.58,17427300,0,0,1244.14,1257.87,1240.68,1256.27,1429000,0,0,106.37,106.73,105.63,106.69,19662300,0.0,0
2018-08-28,178.1,178.24,175.83,176.26,15910700,0,0,53.39,53.76,53.36,53.55,91107200,0.0,0.0,1937.73,1941.78,1928.82,1932.82,3100700,0,0,367.23,369.99,360.38,368.49,9222600,0,0,1255.9,1256.56,1242.97,1245.86,1366500,0,0,107.02,107.57,106.87,107.33,19151500,0.0,0
2018-08-29,176.3,176.79,174.75,175.9,18494100,0,0,53.66,54.48,53.48,54.35,109019200,0.0,0.0,1953.45,1998.69,1948.94,1998.1,6531800,0,0,367.2,369.86,362.91,368.04,8118700,0,0,1255.0,1267.17,1252.8,1264.65,1846300,0,0,107.52,109.06,107.34,109.05,20818000,0.0,0
2018-08-30,175.9,179.79,175.7,177.64,24216500,0,0,54.42,55.64,54.21,54.85,195175200,0.0,0.0,1997.42,2025.57,1986.9,2002.38,7277300,0,0,365.0,376.81,363.54,370.98,10981000,0,0,1263.4,1269.49,1247.21,1254.44,1505200,0,0,108.7,109.62,108.48,108.98,22798700,0.0,0
2018-08-31,177.15,177.62,174.98,175.73,18065200,0,0,55.21,55.79,55.09,55.49,173360400,0.0,0.0,2007.0,2022.38,2004.74,2012.71,4204400,0,0,370.66,376.0,367.08,367.68,7943400,0,0,1252.21,1252.55,1225.75,1231.8,2115400,0,0,108.72,109.79,108.56,109.35,23222700,0.0,0
2018-09-04,173.5,173.89,168.8,171.16,29809000,0,0,55.68,55.87,55.24,55.67,109560400,0.0,0.0,2026.5,2050.5,2013.0,2039.51,5721100,0,0,366.47,368.88,361.26,363.6,7605200,0,0,1222.52,1227.87,1206.56,1211.31,2072900,0,0,107.91,108.99,107.29,108.74,22634600,0.0,0
2018-09-05,169.49,171.13,166.67,167.18,31226700,0,0,55.82,55.98,54.87,55.3,133332000,0.0,0.0,2038.11,2040.38,1989.89,1994.82,8220600,0,0,360.0,363.39,335.83,341.18,13092800,0,0,1209.22,1214.87,1175.34,1199.1,2699400,0,0,108.06,108.46,105.23,105.61,32872400,0.0,0
2018-09-06,166.98,166.98,160.0,162.53,41514800,0,0,55.15,55.42,53.94,54.38,137160000,0.0,0.0,2006.51,2007.5,1935.21,1958.31,7488700,0,0,347.44,356.0,341.99,346.46,13050200,0,0,1198.57,1198.99,1163.61,1183.99,2342700,0,0,105.38,106.1,104.66,105.85,23477600,0.0,0
2018-09-07,160.31,164.63,160.16,163.04,24300600,0,0,54.08,54.94,53.8,53.94,150479200,0.0,0.0,1938.71,1975.2,1937.35,1952.07,4892600,0,0,342.2,355.75,341.25,348.68,9105800,0,0,1172.0,1188.55,1169.27,1177.59,1632900,0,0,105.36,105.83,104.38,105.34,22498600,0.0,0
2018-09-10,163.51,165.01,162.16,164.18,20197700,0,0,53.86,54.08,52.77,53.22,158066000,0.0,0.0,1971.0,1973.04,1931.52,1939.01,4544800,0,0,352.27,352.5,343.08,348.41,5752200,0,0,1184.2,1186.66,1170.61,1175.06,1383500,0,0,105.95,106.73,105.48,106.48,20727900,0.0,0
2018-09-11,163.94,167.19,163.72,165.94,20457100,0,0,53.14,54.68,52.79,54.57,142996000,0.0,0.0,1928.27,1988.88,1917.0,1987.15,5033600,0,0,344.67,356.15,343.9,355.93,6198100,0,0,1171.1,1190.94,1165.95,1189.99,1462700,0,0,106.01,108.63,106.0,108.29,24301800,0.0,0
2018-09-12,163.25,164.49,161.8,162.0,24078100,0,0,54.83,54.85,53.59,53.89,197114800,0.0,0.0,1994.0,2000.0,1962.44,1990.0,4414000,0,0,359.08,370.43,356.24,369.95,10480800,0,0,1182.0,1190.69,1166.16,1171.6,1785800,0,0,108.47,108.88,107.58,108.74,18891100,0.0,0
2018-09-13,162.0,163.32,160.86,161.36,25453800,0,0,54.49,55.66,54.25,55.19,166825600,0.0,0.0,2000.0,2008.76,1982.03,1989.87,3621500,0,0,371.91,374.09,366.84,368.15,8366100,0,0,1179.7,1187.86,1169.22,1182.14,2003400,0,0,109.14,110.71,109.14,109.91,26055600,0.0,0
2018-09-14,161.72,162.84,160.34,162.32,21770400,0,0,55.03,55.29,54.24,54.56,127997200,0.0,0.0,1992.93,1993.65,1959.22,1970.19,3642000,0,0,368.55,371.09,363.46,364.56,4756400,0,0,1188.0,1188.0,1173.52,1177.98,1208800,0,0,110.35,110.71,109.45,110.36,19122300,0.0,0
2018-09-17,161.92,162.06,159.77,160.58,21005300,0,0,54.15,54.35,52.96,53.11,148780400,0.0,0.0,1954.73,1956.82,1887.41,1908.03,7050200,0,0,364.22,367.33,349.57,350.35,7071900,0,0,1177.77,1181.82,1158.46,1159.83,1704800,0,0,110.67,110.68,108.89,109.16,20736500,0.0,0
2018-09-18,159.39,161.76,158.87,160.3,22465200,0,0,53.09,54.08,52.93,53.2,126286800,0.0,0.0,1918.65,1958.2,1915.44,1941.05,4268700,0,0,353.67,368.15,351.56,367.65,10414000,0,0,1162.66,1181.33,1161.43,1167.11,1615700,0,0,109.21,110.68,108.75,110.2,22170900,0.0,0
2018-09-19,160.08,163.44,159.48,163.06,19629000,0,0,53.26,53.53,52.48,53.23,108495200,0.0,0.0,1940.5,1940.83,1904.9,1926.42,4056800,0,0,373.95,377.61,359.17,366.96,11876800,0,0,1168.96,1176.27,1158.62,1174.27,1298100,0,0,110.05,110.31,108.09,108.73,21728400,0.0,0
2018-09-20,164.5,166.45,164.47,166.02,18936000,0,0,53.69,54.18,53.42,53.63,106435200,0.0,0.0,1938.58,1955.0,1932.25,1944.3,3154900,0,0,370.26,370.26,363.17,365.36,6768100,0,0,1180.67,1194.0,1176.25,1191.57,1462200,0,0,109.3,110.78,108.96,110.55,23714500,0.0,0
2018-09-21,166.64,167.25,162.81,162.93,45994800,0,0,53.82,53.96,52.97,53.06,384986800,0.0,0.0,1954.22,1957.31,1910.5,1915.01,6855900,0,0,366.59,372.22,360.74,361.19,11930600,0,0,1194.92,1196.58,1172.06,1172.12,4561100,0,0,110.97,112.23,110.5,111.23,71229700,0.0,0
2018-09-24,161.03,165.7,160.88,165.41,19222800,0,0,52.85,53.93,52.81,53.82,110773600,0.0,0.0,1903.79,1936.88,1865.0,1934.36,4213700,0,0,359.0,373.64,354.33,369.61,9322500,0,0,1159.41,1185.19,1151.5,1179.56,1557500,0,0,110.03,111.85,109.24,111.63,27334500,0.0,0
2018-09-25,161.99,165.59,161.15,164.91,27622800,0,0,53.57,54.31,53.55,54.16,98217600,0.0,0.0,1942.9,1975.91,1938.85,1974.55,4538400,0,0,370.23,371.34,364.49,369.43,6799800,0,0,1184.25,1196.86,1174.09,1193.89,1657600,0,0,111.75,112.04,110.73,111.41,22668000,0.0,0
2018-09-26,164.3,169.3,164.21,166.95,25252200,0,0,53.87,54.54,53.57,53.73,95938800,0.0,0.0,1968.5,1995.25,1961.52,1974.85,4313500,0,0,373.59,382.0,370.88,377.88,13799700,0,0,1193.69,1207.24,1185.4,1194.06,1882500,0,0,111.43,112.0,110.72,110.95,19352000,0.0,0
2018-09-27,167.55,171.77,167.21,168.84,27266900,0,0,54.56,55.2,54.49,54.83,120724800,0.0,0.0,1993.24,2016.16,1988.58,2012.98,4329400,0,0,379.87,383.2,376.0,380.71,7326200,0,0,1200.0,1216.86,1198.05,1207.36,1813700,0,0,111.73,111.86,111.17,111.37,19091300,0.0,0
2018-09-28,168.33,168.79,162.56,164.46,34265600,0,0,54.8,55.05,54.61,55.03,91717600,0.0,0.0,2004.41,2026.52,1996.46,2003.0,4085100,0,0,379.24,380.8,373.73,374.13,7114900,0,0,1204.09,1208.45,1197.83,1207.08,1780600,0,0,111.16,111.53,110.66,111.33,21647800,0.0,0
2018-10-01,163.03,165.88,161.26,162.44,26407700,0,0,55.57,55.92,55.18,55.4,94403200,0.0,0.0,2021.99,2033.19,2003.6,2004.36,3460500,0,0,375.85,386.11,375.59,381.43,8376600,0,0,1213.0,1224.2,1203.19,1208.53,1658200,0,0,111.7,112.61,111.68,112.54,18883100,0.0,0
2018-10-02,161.58,162.28,158.67,159.33,36031000,0,0,55.39,56.07,55.24,55.89,99152800,0.0,0.0,1999.99,2013.39,1965.77,1971.31,5400700,0,0,384.38,386.8,373.83,377.14,8638700,0,0,1206.67,1224.52,1199.66,1207.64,2009000,0,0,112.24,112.76,111.4,112.09,20787200,0.0,0
2018-10-03,160.0,163.66,159.53,162.43,23109500,0,0,56.08,56.91,56.01,56.57,114619200,0.0,0.0,1981.7,1989.7,1949.81,1952.76,5253100,0,0,378.53,380.93,374.88,377.05,5798600,0,0,1212.0,1214.18,1202.15,1211.53,1312300,0,0,112.36,113.1,111.88,112.11,16648000,0.0,0
2018-10-04,161.46,161.46,157.35,158.85,25739600,0,0,56.26,56.64,55.27,55.58,128168000,0.0,0.0,1949.0,1956.0,1896.57,1909.42,7257000,0,0,375.88,375.92,360.4,363.65,9074400,0,0,1205.03,1205.9,1163.85,1177.07,2328800,0,0,111.57,111.71,108.67,109.8,34821700,0.0,0
2018-10-05,159.21,160.9,156.2,157.33,25744000,0,0,55.57,55.68,53.77,54.67,134322000,0.0,0.0,1917.99,1929.08,1862.83,1889.65,6822300,0,0,359.77,363.5,343.0,351.35,13523000,0,0,1176.0,1182.0,1154.32,1167.83,1592600,0,0,109.64,110.17,107.7,109.15,29068900,0.0,0
2018-10-08,155.54,158.34,154.39,157.25,24046000,0,0,54.17,54.8,53.68,54.55,118655600,0.0,0.0,1874.0,1902.0,1830.66,1864.42,7393200,0,0,345.18,352.95,338.11,349.1,12375500,0,0,1160.0,1175.86,1135.4,1155.92,2309500,0,0,108.7,109.06,106.44,107.91,29640600,0.0,0
2018-10-09,157.69,160.59,157.42,157.9,18844400,0,0,54.51,55.4,54.18,55.3,107564000,0.0,0.0,1859.99,1896.68,1852.32,1870.32,4772900,0,0,348.48,358.72,347.09,355.71,8755000,0,0,1151.31,1161.55,1144.17,1145.17,1684500,0,0,108.19,110.08,107.86,109.28,26198600,0.0,0
2018-10-10,156.82,157.69,151.31,151.38,30610000,0,0,54.96,55.18,52.66,52.74,167962400,0.0,0.0,1857.89,1858.56,1754.41,1755.25,10988900,0,0,353.52,355.15,325.39,325.89,17183100,0,0,1136.4,1137.02,1091.51,1092.16,2949000,0,0,108.29,108.54,102.98,103.34,61376300,0.0,0
2018-10-11,150.13,154.81,149.16,153.35,35338900,0,0,52.29,53.51,51.76,52.27,212497600,0.0,0.0,1724.0,1755.4,1685.1,1719.36,13935900,0,0,324.94,334.2,315.81,321.1,16082100,0,0,1079.04,1116.06,1075.89,1090.74,3384800,0,0,102.55,106.04,101.43,103.1,63904300,0.0,0
